-1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.20792265079217e-13 1.0 1.0 0.0 0.0 0.0 5.82645043323282e-13 1.0 0.0 0.0 5.82645043323282e-13 11.2898 0.0 0.0
-1 0.0 0.0579710144927536 0.0 10.0 12.0 0.0 0.0 0.0 4.0 0.0 1.0 0.0 0.0 0.0 -1.27897692436818e-13 1.0 1.0 0.0 0.0 0.0 4.61852778244065e-13 13.0 0.0 0.0 4.61852778244065e-13 11.2898 11.0 0.0
1 0.0 0.0740740740740741 0.0 0.0 0.0 0.0 0.0 0.0 2.0 0.0 1.0 0.0 0.0 0.0 -5.32907051820075e-15 1.0 1.0 0.0 0.0 0.0 5.89750470680883e-13 1.0 0.0 0.0 5.89750470680883e-13 11.2898 0.0 0.0
-1 0.0 0.0161290322580645 0.0 7.0 8.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2.22044604925031e-13 0.0 1.0 0.0 0.0 0.0 5.95079541199084e-13 6.0 0.0 0.0 5.95079541199084e-13 11.2898 4.0 0.0
-1 0.0 0.0151515151515152 0.0 9.0 8.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 -2.22044604925031e-13 0.0 1.0 0.0 0.0 0.0 3.73034936274053e-13 11.0 0.0 0.0 3.73034936274053e-13 11.2898 9.0 0.0
-1 0.0 0.0136986301369863 0.0 2.0 3.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.98951966012828e-13 0.0 1.0 0.0 0.0 0.0 5.95079541199084e-13 3.0 0.0 0.0 5.95079541199084e-13 11.2898 1.0 0.0
-1 0.0 0.0149253731343284 0.0 6.0 12.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 3.96127575186256e-13 10.0 0.0 0.0 3.96127575186256e-13 11.2898 8.0 0.0
-1 0.0 0.222222222222222 0.0 0.0 0.0 1.0 0.0 0.0 4.0 0.0 1.0 0.0 0.0 0.0 -9.27272727272729 1.0 0.0 0.0 0.0 0.0 -0.93605304484405 2.0 0.0 0.0 -0.93605304484405 9.27272727272727 0.0 0.0
1 0.0 0.111111111111111 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 8.12609970674486 1.0 1.0 0.0 0.0 1.0 8.33667422788324 1.0 0.0 0.0 8.33667422788324 18.5454545454545 0.0 0.0
-1 0.0 0.032258064516129 0.0 0.0 2.0 1.0 0.0 0.0 3.0 0.0 1.0 0.0 0.0 0.0 -0.181497434017569 0.0 1.0 0.0 0.0 0.0 0.210574521138378 1.0 0.0 0.0 0.210574521138378 10.8181818181818 0.0 0.0
-1 0.0 0.04 0.0 6.0 0.0 1.0 0.0 0.0 4.0 0.0 1.0 0.0 0.0 0.0 1.32812499999999 1.0 1.0 0.0 0.0 1.0 0.392071955155947 2.0 0.0 0.0 0.392071955155947 10.8181818181818 0.0 0.0
-1 0.0 0.145161290322581 1.0 4.0 4.0 0.0 0.0 0.0 9.0 0.0 1.0 0.0 0.0 0.0 -1.54545454545457 0.0 0.0 0.0 0.0 0.0 -0.936053044844046 1.0 0.0 0.0 -0.936053044844046 9.27272727272727 0.0 0.0
-1 0.0 0.0240963855421687 0.0 2.0 0.0 0.0 0.0 0.0 2.0 0.0 1.0 0.0 0.0 0.0 1.54545454545457 0.0 1.0 0.0 0.0 0.0 0.609401500610527 1.0 0.0 0.0 0.609401500610527 10.8181818181818 0.0 0.0
